x,c0,c1,c2,c3,c4,c5
1.212,10.46653688612264,7.9052632779846554,8.909282003945425,-3.368402049364172,-96.10438872284027,-11.904006690796848
1.213,10.462332429391765,7.8879529737422365,8.857581807434526,-3.1483023826314445,-95.00147574739131,-11.90840445278214
1.214,10.460590316975896,7.8726536795053,8.802676031168813,-2.932138327506353,-93.84601630838402,-11.910335655903081
1.215,10.460612508862377,7.858728678365065,8.74409613062143,-2.720478600441232,-92.6402028696687,-11.910496962095806
1.216,10.464688756347588,7.848531302424106,8.68438563956269,-2.51089998384575,-91.38376434497026,-11.906597331488793
1.217,10.4699148319912,7.8392224647574515,8.62091678977023,-2.306169607405137,-90.08205266738842,-11.901539842366908
1.218,10.476886473855311,7.831463774921367,8.554582662521613,-2.105551451525073,-88.73726233221191,-11.894727804360482
1.219,10.48079413204006,7.8205114733979375,8.480890144060169,-1.9137119881772104,-87.35725794539424,-11.890970054222626
1.22,10.485109005473076,7.809901765208058,8.403644227364993,-1.7270344644268378,-85.94181865750501,-11.886794944757872
1.221,10.490912353407742,7.800779672920501,8.324275833940051,-1.5442898646507546,-84.49324764085986,-11.881121023476666
1.222,10.496119040572914,7.791122208051816,8.24106393726137,-1.3674135927753561,-83.0170950461533,-11.876033468902861
1.223,10.502272603956621,7.782533070909932,8.15592917782268,-1.1947105696786913,-81.5153166055821,-11.86998900672825
1.224,10.503630390785712,7.769327489319734,8.063517589220355,-1.031770235478336,-79.99714828585489,-11.86873074593965
1.225,10.501989471452946,7.753357929367516,7.9660251728788865,-0.8766407293485725,-78.46424718306763,-11.870462235209768
1.226,10.503211230841602,7.740538768521252,7.869721471457872,-0.72330438109342,-76.9141381166221,-11.869322810322778
1.227,10.50293132751912,7.726556464489922,7.770658607186571,-0.5759678556086639,-75.35448042324805,-11.869677570761636
1.228,10.5039218974461,7.714231810979674,7.672032316001102,-0.43169996194396093,-73.78568670023259,-11.868755137393194
1.229,10.504034197500577,7.701462594605004,7.57212329291897,-0.29248900340492384,-72.21296509014961,-11.868704981116945
1.23,10.506164300125,7.691189261321154,7.474261433826308,-0.15527702080226843,-70.6363414907299,-11.866631709820652
1.231,10.511264387481182,7.68440614309062,7.379835537262552,-0.018948393254001814,-69.05763989818597,-11.861583764221802
1.232,10.515900233624402,7.677718731282087,7.285848859744107,0.11322784857702509,-67.48291880977905,-11.856995943361458
1.233,10.520157433472642,7.671249565714404,7.192823108457795,0.24150458581996026,-65.91456116624751,-11.852783198892269
1.234,10.522022709995166,7.663019255747215,7.09917744916266,0.36403828301321933,-64.35689113638435,-11.850959343143941
1.235,10.51932417362716,7.650886591246342,7.003166544178739,0.47882963464451583,-62.814233780067816,-11.85369678801648
1.236,10.516660854983618,7.639478140080744,6.909808057222279,0.590653434531057,-61.283986333213974,-11.856396990805557
1.237,10.51401252691565,7.628798338948997,6.819490625992911,0.6996686521865674,-59.76801106336664,-11.859080592028635
1.238,10.506586777010986,7.614076809184335,6.727818968585261,0.8012658310766569,-58.27279121484629,-11.86654031380993
1.239,10.499414788854898,7.60036437106771,6.640207577890838,0.900663227943156,-56.794839414253744,-11.873745156385056
1.24,10.491993318108957,7.587175370482154,6.556520747271293,0.9975490864806104,-55.3360604028329,-11.881198391667555
1.241,10.484171040474658,7.5743743022216,6.476956796179226,1.0919683701690903,-53.8978697230818,-11.88905120035178
1.242,10.48068752986361,7.5667149765029675,6.406584805424553,1.1888622212649704,-52.47666047719822,-11.89256369261758
1.243,10.481869646206297,7.564536966129989,6.3460385938154635,1.2887650596145241,-51.073112766180635,-11.891408534857824
1.244,10.487031752488814,7.567165546345962,6.29491412167029,1.391206026721061,-49.688799550421855,-11.886270786748849
1.245,10.49085320542796,7.569288616680898,6.248143910882773,1.491088343339459,-48.32981534426521,-11.882470490848775
1.246,10.493802951872455,7.571380642858286,6.206418690128887,1.5891162107288976,-46.99635788399013,-11.879538157238995
