x,y
0.0,0.0032375509775828615
0.01,0.0011095466241970579
0.02,0.004427518338834409
0.03,0.00513095640623253
0.04,0.007041679969183295
0.05,0.009633776756099166
0.06,0.013380749664177969
0.07,0.014316117483093081
0.08,0.013233940449928842
0.09,0.010143942753267264
0.1,0.007105453419249426
0.11,0.004307071009712422
0.12,0.003437744492295589
0.13,0.004228846418676351
0.14,0.00526209439549514
0.15,0.0059672500748122114
0.16,0.007639258152458299
0.17,0.009780494404921899
0.18,0.011534096714579114
0.19,0.011382194236187634
0.2,0.009939526236594762
0.21,0.007524715417043009
0.22,0.005547195850242867
0.23,0.004505762214112316
0.24,0.004822850764837461
0.25,0.005843369304813687
0.26,0.0074224584263032165
0.27,0.009002919399096565
0.28,0.010350914490424808
0.29,0.010441645762458804
0.3,0.009362636412298163
0.31,0.0075214363816178175
0.32,0.005866724062136558
0.33,0.0050721297834316545
0.34,0.00551699511173262
0.35000000000000003,0.006538120483500634
0.36,0.007932583631347294
0.37,0.009396381060324241
0.38,0.010168854466607747
0.39,0.009667360294165449
0.4,0.008396486961213296
0.41000000000000003,0.00671534263466039
0.42,0.005397782122976537
0.43,0.005206830442736055
0.44,0.006104617303413127
0.45,0.007267863091296835
0.46,0.008773526881171995
0.47000000000000003,0.009670507344194184
0.48,0.009813285512174042
0.49,0.009005861075485646
0.5,0.007509613721784521
0.51,0.006117645868775378
0.52,0.0054106758631794075
0.53,0.005676306508893297
0.54,0.006676680474438761
0.55,0.008049026766932092
0.56,0.009417866777001023
0.5700000000000001,0.009872275783244051
0.58,0.009353611076948957
0.59,0.00796946475738169
0.6,0.006489387186085351
0.61,0.005570167077671766
0.62,0.005584100546031912
0.63,0.006321598619589662
0.64,0.007603535892362633
0.65,0.008901835322911228
0.66,0.009741315887513698
0.67,0.009607407988658858
0.68,0.008548369642609863
0.6900000000000001,0.007210595234098368
0.7000000000000001,0.005995202467452599
0.71,0.005618420032606011
0.72,0.006202302172903247
0.73,0.007203526178303567
0.74,0.00822727511587695
0.75,0.009061990518510586
0.76,0.009444179289944104
0.77,0.008959704706316017
0.78,0.007817674500398481
0.79,0.006494903852816921
0.8,0.00578258541575454
0.81,0.005946804700498978
0.8200000000000001,0.006765781792421752
0.8300000000000001,0.007954475555333311
0.84,0.009035259751685837
0.85,0.009422669043869994
0.86,0.00901049145360779
0.87,0.007798656145977513
0.88,0.006626810342011566
0.89,0.005976152388508129
0.9,0.005967591965092901
0.91,0.0066952334398829
0.92,0.00772003459845774
0.93,0.00864106232548126
0.9400000000000001,0.009188232829364245
0.9500000000000001,0.009138112864411735
0.96,0.008342026551326796
0.97,0.007186525095948882
0.98,0.006278245823030823
0.99,0.0058941178433892655
1.0,0.006329792545462131
1.01,0.007324243535066711
1.02,0.008451717708852308
1.03,0.009216496308689388
1.04,0.009214384816816579
1.05,0.008490365626842453
1.06,0.007340534109684292
1.07,0.00638636704468954
1.08,0.005925738931736048
1.09,0.006143676251759187
1.1,0.007022542939697023
1.11,0.008030403815376164
1.12,0.008951837983916832
1.1300000000000001,0.00932593783687714
1.1400000000000001,0.008861372788130819
1.1500000000000001,0.007809478404517534
1.16,0.006726209535494324
1.17,0.005907847585005367
1.18,0.005790246336022938
1.19,0.006565902589800968
1.2,0.007669876322103396
1.21,0.008779487258674161
1.22,0.009409017143332322
1.23,0.009203593723241973
1.24,0.008387679917047267
1.25,0.007090218379765991
1.26,0.006083994088141873
1.27,0.005724278231771402
1.28,0.006192830971036826
1.29,0.007296690518085055
1.3,0.00860774108394771
1.31,0.00946143536199115
1.32,0.00947410700923586
1.33,0.00870655465767568
1.34,0.007349881396843932
1.35,0.006080382938914917
1.36,0.005534220844772409
1.37,0.0058554023015012216
1.3800000000000001,0.006842062524439476
1.3900000000000001,0.008087924342060711
1.4000000000000001,0.009199467958961647
1.41,0.00963455056099345
1.42,0.009211582255353018
1.43,0.008062503301218289
1.44,0.006825667137369052
1.45,0.005823530209869161
1.46,0.005597671351415686
1.47,0.00620998225798592
1.48,0.007512424690522089
1.49,0.008860210741921674
1.5,0.009666323408039973
1.51,0.009524508298719135
1.52,0.008621340077188096
1.53,0.007183448290096237
1.54,0.005981528231152476
1.55,0.00550305502478335
1.56,0.006068797597984261
1.57,0.007131926303240378
1.58,0.008463016002109903
1.59,0.009395331776128429
1.6,0.009645340281770264
1.61,0.00889065063135652
1.62,0.007680563234411301
1.6300000000000001,0.006417962144080915
1.6400000000000001,0.005642221378856803
1.6500000000000001,0.005877390213863528
1.6600000000000001,0.006681900622586727
1.67,0.007819778361534033
1.68,0.009131859026006087
1.69,0.009804103755403908
1.7,0.00923873113885857
1.71,0.007965493333744847
1.72,0.00666714023655437
1.73,0.0059763222727482745
1.74,0.006004523134567092
1.75,0.006567511761618275
1.76,0.0075417709335593
1.77,0.008631919907753517
1.78,0.009250320930186523
1.79,0.009021948745431534
1.8,0.008241220584121467
1.81,0.007037109091080334
1.82,0.006132141457860863
1.83,0.005895016588878085
1.84,0.006438768463537398
1.85,0.007441183064749258
1.86,0.008609695487620172
1.87,0.009171426841332984
1.8800000000000001,0.009009756798669964
1.8900000000000001,0.008243471223083922
1.9000000000000001,0.007182739023428518
1.9100000000000001,0.0062576302079212056
1.92,0.005891425797204547
1.93,0.00630751941024403
1.94,0.007178313992339995
1.95,0.008099540234080604
1.96,0.009016172830775012
1.97,0.009219274473122057
1.98,0.008648782383981427
1.99,0.007610304111623781
2.0,0.00656826216706896
2.0100000000000002,0.006138343304881762
2.02,0.006298818907390426
2.0300000000000002,0.0069359352407564025
2.04,0.007770621039551154
2.05,0.008599028940001785
2.06,0.008998286884111537
2.07,0.008779700341570973
2.08,0.007959455667248304
2.09,0.006895607277415593
2.1,0.006185379639333488
2.11,0.006133665593697039
2.12,0.006707905781859393
2.13,0.007545182554369769
2.14,0.008458572909962462
2.15,0.008903516994307352
2.16,0.008806540316038423
2.17,0.008164080766588155
2.18,0.007227981137034387
2.19,0.006362112402051666
2.2,0.006124512647341737
2.21,0.006525848347209946
2.22,0.007310525367917577
2.23,0.008222726110260236
2.24,0.008903500564264167
2.25,0.009102917474313976
2.2600000000000002,0.008619222053582126
2.27,0.007489533496384113
2.2800000000000002,0.006344259904022153
2.29,0.005952689247130679
2.3000000000000003,0.006305248451941934
2.31,0.0070832068301955806
2.32,0.008054581770106269
2.33,0.008965861162662653
2.34,0.009212530478964134
2.35,0.008638347308698476
2.36,0.00765632935661534
2.37,0.006667067453220876
2.38,0.00617318818625379
2.39,0.0062563280611608735
2.4,0.0069323431632847855
2.41,0.007961776126335758
2.42,0.008775868781478577
2.43,0.008933072437635461
2.44,0.008392404970251099
2.45,0.007590272222253807
2.46,0.006816988333790207
2.47,0.00629507186088346
2.48,0.006431450870302235
2.49,0.007003070404486066
2.5,0.0077162946014513985
2.5100000000000002,0.00831731236351043
2.52,0.008815628589448206
2.5300000000000002,0.008688660053213705
2.54,0.007986129629836131
2.5500000000000003,0.007031887534033116
2.56,0.006357848904246801
2.57,0.0061414489834871406
2.58,0.006547305440211176
2.59,0.007430883188584873
2.6,0.008358504642904918
2.61,0.008972559199277433
2.62,0.008967768245698511
2.63,0.008342080210755609
2.64,0.007392891995525331
2.65,0.00642133260278186
2.66,0.005965614745054802
2.67,0.0062824567284063245
2.68,0.007181343903549477
2.69,0.008309878480488184
2.7,0.00915175038989404
2.71,0.009307851116703495
2.72,0.008640957503290175
2.73,0.0074771027757540385
2.74,0.006396879317073884
2.75,0.0058684350893323635
