x,y
1.0,0.00681072024358443
1.01,0.0077622458114437595
1.02,0.008702293885175863
1.03,0.009219164721736901
1.04,0.008952545522324202
1.05,0.008086851834909823
1.06,0.0069755667840209305
1.07,0.006233413292446284
1.08,0.006077897697974869
1.09,0.006605388732808726
1.1,0.007452364968090364
1.11,0.008291027925563832
1.12,0.008862684162559217
1.1300000000000001,0.008991769810267187
1.1400000000000001,0.008328023152027877
1.1500000000000001,0.007322146597919095
1.16,0.006450520544737289
1.17,0.0060952259488400995
1.18,0.006404327305742229
1.19,0.007201725360788687
1.2,0.008339921934022302
1.21,0.008952643025688973
1.22,0.008861471272413851
1.23,0.008311516070014955
1.24,0.007291193278486992
1.25,0.00638521529324093
1.26,0.006119243357101623
1.27,0.006568753881224406
1.28,0.00736246745415297
1.29,0.008194005228064544
1.3,0.00881841123680133
1.31,0.008914189515677436
1.32,0.008236696758031523
1.33,0.007428413607850636
1.34,0.006630572090662779
1.35,0.00633406832885155
1.36,0.006663980447778776
1.37,0.007249330051852737
1.3800000000000001,0.00793686097729702
1.3900000000000001,0.008395766071014632
1.4000000000000001,0.008474975962434335
1.41,0.008257769689779886
1.42,0.007588901831562911
1.43,0.006941818329866437
1.44,0.006587670991168269
1.45,0.00668129943261547
1.46,0.007230271137531103
1.47,0.00781131241048337
1.48,0.00836501453229732
1.49,0.00845214310940457
1.5,0.008186048527103449
1.51,0.007587486280420085
1.52,0.006967985616571178
1.53,0.006594490447443275
1.54,0.00665677313667793
1.55,0.007208084736289622
1.56,0.008017240297926092
1.57,0.008578932269663216
1.58,0.008581859431442379
1.59,0.008176760070567779
1.6,0.007464957767936248
1.61,0.006762622027914155
1.62,0.006284112317585674
1.6300000000000001,0.00646584671180086
1.6400000000000001,0.0072370767430146995
1.6500000000000001,0.008183176274966375
1.6600000000000001,0.008811308880049917
1.67,0.008872241915712875
1.68,0.008378385815964026
1.69,0.007404984819320705
1.7,0.006491347600061118
1.71,0.006098027388699648
1.72,0.006428412579810145
1.73,0.007276174247199337
1.74,0.008365752705078257
1.75,0.009153127216222329
1.76,0.00913035693359483
1.77,0.008375456384589204
1.78,0.00722057277546154
1.79,0.006252270016504934
1.8,0.005798622999413586
1.81,0.006313068061366969
