x,kuiz1,kuiz2,delta,theta,alpha,beta,beta1,beta2,gamma,total
118.024,2.053004079371023e-05,9.205398895708296e-07,2.0501144010694516e-05,3.4881266691087003e-06,7.817941320539752e-07,5.113708328368829e-07,4.725513406545258e-07,3.881949218235706e-08,2.1675099855131075e-09,2.5288054529955678e-05
118.274,2.0894909275744813e-05,1.022568969556543e-06,2.0892844160794055e-05,3.4317502123870773e-06,8.193212517514569e-07,5.017983941633946e-07,4.619819708929651e-07,3.981642327042941e-08,2.2264389538875426e-09,2.5649445846564242e-05
118.524,2.1165942302640964e-05,1.0356149824181277e-06,2.115547844371375e-05,3.352078728121038e-06,8.263619871519893e-07,4.867549452595761e-07,4.4653379826550383e-07,4.0221146994072295e-08,2.191117562155554e-09,2.582344792278326e-05
118.774,2.1520637841084062e-05,9.963768353751043e-07,2.150417285830604e-05,3.1507301683486543e-06,8.441387413756414e-07,4.6385605109217947e-07,4.2510362671123635e-07,3.8752424380943127e-08,1.9940295893898824e-09,2.5966548195086583e-05
119.024,2.173899167665139e-05,9.509530792057924e-07,2.17288400533431e-05,2.858254097209686e-06,9.054128786465431e-07,4.3699540076308706e-07,3.9758416057363675e-07,3.9411240189450266e-08,1.8481164210314117e-09,2.5934720250483823e-05
119.274,2.1527944823628097e-05,9.410067851378655e-07,2.152495674065241e-05,2.5429052436239527e-06,1.0042942044454163e-06,4.149607363213237e-07,3.7020601866222416e-07,4.475471765909953e-08,2.1269634050504853e-09,2.5493822027630367e-05
119.524,2.1063128710094674e-05,9.754300631407044e-07,2.1062377444140107e-05,2.3035396154983182e-06,1.1140378636972789e-06,4.0245790633364526e-07,3.494334907161242e-07,5.3024415617521054e-08,2.685298039179169e-09,2.4888357233608796e-05
119.774,2.0692622855059468e-05,1.012144023334205e-06,2.0694955336381806e-05,2.2271255654787453e-06,1.176864175332372e-06,4.081572120385289e-07,3.492258711256305e-07,5.893134091289839e-08,2.9650789114839035e-09,2.4511460290037408e-05
120.024,2.0463483217650938e-05,1.0069304645294583e-06,2.045876223747392e-05,2.25724244916183e-06,1.1729108705322144e-06,4.2389095080297365e-07,3.637437557448583e-07,6.014719505811546e-08,2.8769020519912823e-09,2.4317713640115922e-05
120.274,2.0362450119795802e-05,9.491462592011285e-07,2.0333804026823934e-05,2.1663336540448303e-06,1.1834784918313177e-06,4.1615699253752084e-07,3.601944096971452e-07,5.596258284037572e-08,2.710176824524181e-09,2.410569621029209e-05
120.524,2.042522719007068e-05,8.708907421655377e-07,2.0417579541331616e-05,1.8695052560594063e-06,1.2660729800595658e-06,3.6706760747028e-07,3.183131335386308e-07,4.8754473931649225e-08,2.435068115334553e-09,2.3929655545741948e-05
120.774,2.0626493065589163e-05,8.105997112551124e-07,2.0667829187913085e-05,1.5958103600876517e-06,1.3609891639392341e-06,3.120221279383362e-07,2.6805009854916577e-07,4.397202938917036e-08,2.0097789431282936e-09,2.3941496019059776e-05
121.024,2.0747922904213765e-05,7.693666953758014e-07,2.077633884643114e-05,1.4616927619480687e-06,1.4136686469094789e-06,2.8542704672253876e-07,2.436763555574455e-07,4.175069116509322e-08,1.7088840393987388e-09,2.3942987489330987e-05
121.274,2.0548362567932895e-05,7.333412951459501e-07,2.053045378598108e-05,1.3298427359742106e-06,1.4605821785429943e-06,2.7552372806418333e-07,2.3564431272919175e-07,3.987941533499158e-08,1.6278619161931439e-09,2.360150720910292e-05
121.524,2.011779704290718e-05,7.00306313922538e-07,2.0098191548454107e-05,1.096612513218812e-06,1.5272670284926212e-06,2.6894440308614977e-07,2.310110546985223e-07,3.793334838762744e-08,1.6238990481092333e-09,2.2998549777323726e-05
121.774,1.9734468192287414e-05,6.796124343638303e-07,1.9755029149119424e-05,9.152641298440941e-07,1.569735143994084e-06,2.810251493744521e-07,2.433324512269819e-07,3.76926981474702e-08,1.7112757623605032e-09,2.252482146925283e-05
122.024,1.9628782999921356e-05,6.789271588250382e-07,1.9636124529944855e-05,9.353381830535288e-07,1.5617218841507742e-06,3.0543198478989285e-07,2.6668777718937163e-07,3.874420760052128e-08,1.8865570687546073e-09,2.2440948327706854e-05
122.274,1.976870820038727e-05,6.86588344349371e-07,1.976227285959903e-05,1.0326507308665684e-06,1.503531198359914e-06,3.3097013970782894e-07,2.932347647721941e-07,3.773537493563473e-08,1.99377574806822e-09,2.2633218085138884e-05
122.524,1.997353696278001e-05,6.814015494340521e-07,1.9979431828697068e-05,1.032248330358585e-06,1.446456704849126e-06,3.5223570949260666e-07,3.194492597468853e-07,3.2786449745721455e-08,1.967094675964317e-09,2.2813332917786454e-05
122.774,1.9945097256320337e-05,6.569796948831919e-07,1.99471149629005e-05,9.22232651681687e-07,1.4479477877825032e-06,3.626162398689836e-07,3.3504876111159795e-07,2.7567478757385622e-08,1.8469417477807672e-09,2.2685997581331933e-05
123.024,1.960209766528289e-05,6.2349157126354e-07,1.9605927471174544e-05,7.759156880256514e-07,1.486711744678016e-06,3.703665684116524e-07,3.447557997082097e-07,2.56107687034427e-08,1.7894184181763478e-09,2.2241435302508746e-05
123.274,1.8994600492408837e-05,5.722152952768793e-07,1.9000509875640198e-05,6.032019394160636e-07,1.5241066958146002e-06,3.729898112829527e-07,3.474525531774243e-07,2.553725810552847e-08,1.920593961245488e-09,2.1507888833503668e-05
123.524,1.8115206559424562e-05,5.003859865301814e-07,1.810157165091554e-05,4.552330826435044e-07,1.560584900039413e-06,3.590268163143274e-07,3.3404608340719715e-07,2.498073290713023e-08,2.126726722242043e-09,2.0488533882650394e-05
123.774,1.711828006554758e-05,4.362127449124826e-07,1.713780371474116e-05,3.2960756753758324e-07,1.6140497074864194e-06,3.4448706496960034e-07,3.1943993378764993e-07,2.5047131181950454e-08,2.1525242672334176e-09,1.9436055264477634e-05
124.024,1.6318335869777698e-05,4.12485822317201e-07,1.6335202755439983e-05,2.6653574820289905e-07,1.6931455528829556e-06,3.4025920191621454e-07,3.1120008204986865e-07,2.9059119866346123e-08,1.970114540205475e-09,1.863774816151163e-05
124.274,1.5810400438298334e-05,4.262199252971796e-07,1.5768216169741062e-05,3.0048528973133494e-07,1.7593360315958932e-06,3.469594663021274e-07,3.1091486700966687e-07,3.604459929246057e-08,1.8381210634880428e-09,1.817899558304871e-05
124.524,1.5544160594167632e-05,4.4681474522718665e-07,1.5525245122699446e-05,2.935787009390269e-07,1.7718361827299557e-06,3.724654343791126e-07,3.335661679795584e-07,3.8899266399554264e-08,1.9405087180667735e-09,1.796908074191879e-05
124.774,1.5375687313791633e-05,4.384752573795361e-07,1.5382799306700498e-05,2.856907269904244e-07,1.7209809004366307e-06,4.148936836082135e-07,3.796586136374393e-07,3.523506997077423e-08,2.141432987340256e-09,1.7809683080705648e-05
125.024,1.4721786822833333e-05,4.020203567741005e-07,1.4740612396056084e-05,3.4530365394387117e-07,1.6648793055457826e-06,4.3700812174794124e-07,4.0434597877702235e-07,3.2662142970918925e-08,2.2079652301069716e-09,1.719435944046337e-05
125.274,1.3316317691769494e-05,3.8821196715927776e-07,1.3290173202211364e-05,5.679052928566829e-07,1.6134213743223715e-06,4.1217839153391193e-07,3.7631898686329767e-07,3.5859404670614275e-08,2.2084640781960895e-09,1.5916539934377856e-05
125.524,1.2127276337954497e-05,4.38768503760582e-07,1.1978618790928534e-05,1.0481526745077436e-06,1.515027034783867e-06,3.8987084666707114e-07,3.4868044608445824e-07,4.119040058261278e-08,2.3693601536993455e-09,1.4981669018832183e-05
125.774,1.1263867328648947e-05,5.088896032451664e-07,1.1143424757453936e-05,1.5881078083748528e-06,1.3314564381267018e-06,4.1720238175866953e-07,3.7386666737847293e-07,4.333571438019662e-08,2.717067510143915e-09,1.4784046588337332e-05
126.024,9.02277210617405e-06,4.928696370878127e-07,8.966335256219267e-06,1.8751817539134935e-06,1.0208521754509905e-06,4.176245668350733e-07,3.78521480045575e-07,3.910308678949835e-08,2.8976774443377587e-09,1.3158654342466719e-05
126.274,4.931499983115246e-06,3.407767138311612e-07,4.970141280850461e-06,1.6122974686388258e-06,6.188426385408882e-07,3.065582238249172e-07,2.7901369617009107e-07,2.7544527654826068e-08,2.712271824113074e-09,8.454342203926158e-06
126.524,1.426235497804315e-06,1.5604289249956587e-07,1.5224865793442498e-06,8.490673152036162e-07,2.5543075329409475e-07,1.3880839175571393e-07,1.252906310035409e-07,1.3517760752173043e-08,2.362017943725641e-09,3.1153686045525966e-06
126.774,1.310899108896648e-07,3.9238945685222586e-08,1.2901171909843894e-07,2.135177598354402e-07,5.728604046147229e-08,3.4445553508431344e-08,2.9062085175805063e-08,5.383468332626271e-09,2.0165509466601457e-09,4.682127943185714e-07
127.024,1.2369287078573336e-09,5.355195380725807e-09,7.276381366991793e-10,1.5264462995774827e-08,1.0720721678595712e-08,9.748989655686992e-09,6.145412121322083e-09,3.603577534364911e-09,1.7104996346724484e-09,3.838748753010011e-08
127.274,4.773280914672177e-10,4.274388451796346e-09,5.216029914406313e-10,5.852054092946023e-09,8.347388736246475e-09,7.950855564502991e-09,4.762126704918971e-09,3.188728859584022e-09,1.5507632756103163e-09,2.4467948919235132e-08
127.524,4.488011800637194e-10,4.250997625330628e-09,4.874505400572405e-10,6.023490752645367e-09,7.738714029750052e-09,7.789088030087936e-09,4.6781029566947056e-09,3.1109850733932342e-09,1.6826970174237393e-09,2.3938220981836467e-08
127.774,4.844912819222165e-10,4.696767904161731e-09,3.3925654879431815e-10,4.897476627405814e-09,6.3734936450534116e-09,9.245102978619137e-09,5.6848763676385094e-09,3.5602266109806282e-09,1.9293400563848677e-09,2.304402313388806e-08
128.024,5.956640650510175e-10,5.191970451485412e-09,3.339241180808834e-10,3.166208467189639e-09,5.132350799403382e-09,1.0856498272951865e-08,6.765569391936473e-09,4.090928881015395e-09,2.0805297461034606e-09,2.1855429524149997e-08
128.274,5.749626552862223e-10,5.564207365248483e-09,3.7544098239710967e-10,2.015462317856733e-09,4.850152194188792e-09,1.1184724041338181e-08,6.871555205848275e-09,4.313168835489905e-09,2.1652976310238866e-09,2.0837503855752865e-08
128.524,3.5650702036513526e-10,5.9188172139391435e-09,2.8130526542818134e-10,1.8616484437969953e-09,6.788607291934817e-09,1.0541289266976349e-08,6.024156710205948e-09,4.517132556770399e-09,2.211359025404259e-09,2.1929444440309825e-08
128.774,1.6948060288146898e-10,6.012216088554329e-09,1.6330568894228395e-10,1.961492032533425e-09,9.868861665160603e-09,9.757567472903985e-09,4.992167022640125e-09,4.765400450263862e-09,2.279670125035065e-09,2.4247332190714446e-08
129.024,2.0425937572994502e-10,5.914695235154242e-09,1.3655316769250417e-10,1.737680226589645e-09,1.1386650380088753e-08,8.905710326070317e-09,4.181307692717502e-09,4.724402633352813e-09,2.495333355273902e-09,2.4847827728387477e-08
129.274,3.8479800551481763e-10,6.638065833164733e-09,2.8433078666731877e-10,1.4126018917111898e-09,1.0236226710995592e-08,9.666903642076096e-09,5.03001753847167e-09,4.636886103604427e-09,2.6934222086779996e-09,2.4477268337758025e-08
129.524,5.817504575139121e-10,8.697064652931655e-09,4.662430126956135e-10,1.4329430886491273e-09,7.916275588405029e-09,1.2687354717238664e-08,7.99091899271635e-09,4.696435724522316e-09,2.489680671276422e-09,2.5256619168687392e-08
129.774,7.40377612853425e-10,9.995867820183892e-09,5.233071971388677e-10,1.881291724969459e-09,6.59715786528894e-09,1.4770758743950336e-08,1.0222623154886688e-08,4.5481355890636456e-09,1.971047504501618e-09,2.605837221227657e-08
130.024,8.419116375278741e-10,1.0495621238152187e-08,3.8357389559905695e-10,2.443326094693465e-09,8.45042666117296e-09,1.3540829251718012e-08,9.311138791751275e-09,4.229690459966738e-09,1.7072255468506388e-09,2.6814364976186372e-08
130.274,8.599207611541424e-10,1.1216163608232937e-08,2.660676311354844e-10,2.529708119926442e-09,1.3556544051331274e-08,1.062205164495686e-08,6.555495279552648e-09,4.0665563654042125e-09,1.9433765340778627e-09,2.9160453268416234e-08
130.524,7.096586035081898e-10,1.0543221358065647e-08,2.5590714971139484e-10,1.8346778996204007e-09,1.7277062635206835e-08,8.38675280865829e-09,4.620097906236595e-09,3.766654902421694e-09,2.2666239151207485e-09,3.024639974820847e-08
130.774,4.1255417151473454e-10,7.608445685156696e-09,2.368755540973994e-10,1.0880960023183142e-09,1.5795756681661953e-08,7.2776842460780325e-09,4.2990728247140956e-09,2.978611421363936e-09,2.242905704186149e-09,2.684623079603789e-08
131.024,2.2816589453175088e-10,4.66790615566664e-09,1.8451102233020934e-10,1.0369779848995599e-09,1.073007222200829e-08,7.85201195623001e-09,5.573934553547599e-09,2.2780774026824095e-09,2.0642773527418115e-09,2.2098800474171126e-08
131.274,3.219103609702315e-10,3.444574836211175e-09,2.0047222472065148e-10,1.3763266100410992e-09,6.382162610112065e-09,9.50193928659497e-09,7.284169632600624e-09,2.2177696539943458e-09,2.0647530159355068e-09,1.981725075190948e-08
131.524,5.001499346805617e-10,3.4892834487590562e-09,2.5727501813604797e-10,1.6421750047318808e-09,4.341996918519135e-09,1.0541363951690704e-08,7.988774233022751e-09,2.552589718667951e-09,2.107988330457844e-09,1.915833702214953e-08
131.774,5.262762121371758e-10,4.900463908796492e-09,2.186709850522006e-10,1.9777405785210477e-09,3.756687922122983e-09,1.1210357202721048e-08,8.513551856081364e-09,2.696805346639684e-09,2.0052107719965587e-09,1.9401001419279247e-08
132.024,3.898450469177671e-10,6.364664145413799e-09,1.758620660373369e-10,2.044634983493676e-09,3.9451921247877475e-09,1.2511109514737341e-08,1.0025784534349534e-08,2.4853249803878064e-09,1.9012507998249984e-09,2.0794629694610777e-08
132.274,2.6138699311100477e-10,5.8283166835123525e-09,1.8649895684132105e-10,1.5239902628401142e-09,5.386300080162259e-09,1.4178000262103857e-08,1.2069166394369228e-08,2.108833867734629e-09,1.838874115951135e-09,2.3318555683045045e-08
132.524,2.645646494177952e-10,4.368379094353402e-09,2.3791153846322906e-10,8.019593535358067e-10,8.050995219422878e-09,1.593200034702212e-08,1.3907761274860737e-08,2.0242390721613797e-09,1.7057997347989657e-09,2.689748886410518e-08
132.774,4.83341325515661e-10,3.973537070446033e-09,3.768680425847747e-10,6.081709101873712e-10,9.563122442153131e-09,1.6968338025014645e-08,1.431286778379786e-08,2.655470241216783e-09,1.6404173080838967e-09,2.9364005900018804e-08
133.024,9.242148632241242e-10,4.202137426168265e-09,6.742009100893328e-10,1.0563232002416551e-09,8.009537843390186e-09,1.5730044262541383e-08,1.1941142678506589e-08,3.788901584034788e-09,1.7400524574770793e-09,2.7512850684153526e-08
133.274,1.2079997398008571e-09,4.0703597256830265e-09,9.16254883507854e-10,1.4381597914203353e-09,5.654682243176976e-09,1.2287596269041135e-08,7.733258181894795e-09,4.554338087146341e-09,1.876999154024582e-09,2.2492976931217286e-08
133.524,1.0020186047491551e-09,5.101756175987854e-09,7.954567966761508e-10,1.3936635519129927e-09,6.335284991472924e-09,9.10798552124187e-09,4.690229799329384e-09,4.417755721912489e-09,1.934349154600688e-09,1.9827146006099027e-08
133.774,5.963698085137337e-10,7.277643212626219e-09,4.820831831577644e-10,1.1163593547749277e-09,9.950269895452037e-09,7.738429551831358e-09,3.753869589276207e-09,3.9845599625551534e-09,1.857181325378496e-09,2.1329236803478084e-08
134.024,3.765795828988519e-10,8.072490991352558e-09,3.554019899167801e-10,9.843339594393938e-10,1.2379381825180713e-08,8.825397433598735e-09,4.5607659658632985e-09,4.2646314677354385e-09,1.6717015162045596e-09,2.4447223699203042e-08
134.274,3.0486481645856836e-10,6.1779938306697284e-09,3.3099937199430147e-10,1.0995693133932946e-09,1.1613794225489477e-08,1.1651812000848337e-08,6.602097827370745e-09,5.04971417347759e-09,1.4784324868743468e-09,2.6571145198925347e-08
134.524,2.187628227531852e-10,3.671774306813018e-09,3.077955418874824e-10,1.2945148266518245e-09,9.814842339229176e-09,1.3132923725313609e-08,7.679495158199941e-09,5.453428567113667e-09,1.3820938927500166e-09,2.6258696638492754e-08
134.774,2.3215887748706614e-10,2.6205921526674443e-09,2.610799492823725e-10,1.6259353595925572e-09,9.162546860872301e-09,1.1384028911931846e-08,6.24194394054786e-09,5.1420849713839874e-09,1.5620289713072156e-09,2.4206813694754955e-08
135.024,3.8080346124981425e-10,2.5064909383983762e-09,2.0665962145210523e-10,2.386293551476495e-09,8.311698139113194e-09,8.78498937623061e-09,4.048836530037483e-09,4.73615284619313e-09,2.069328152510835e-09,2.2100443724187896e-08
135.274,4.746320102770396e-10,2.2518255354586383e-09,2.421877310019778e-10,3.4498217337433186e-09,6.286685488137668e-09,8.118629835670039e-09,3.332649596625916e-09,4.7859802390441244e-09,2.5251666027285e-09,2.0980122335746164e-08
135.524,3.8440845176271955e-10,1.8019366815999923e-09,3.606664108447731e-10,3.61098601803789e-09,5.1369915517529485e-09,8.342702927016938e-09,3.5555380525968873e-09,4.78716487442005e-09,2.4817288814340527e-09,2.0119914084703387e-08
135.774,2.6096046235843997e-10,1.9013686911366717e-09,3.549454394270401e-10,2.511479698106759e-09,6.005596650822495e-09,7.583443235321944e-09,3.2151581776376264e-09,4.368285057684317e-09,2.085832236181142e-09,1.879546978295769e-08
136.024,2.376528594689848e-10,3.4524382461702294e-09,2.458242019250706e-10,1.3978801561879055e-09,7.434417666603027e-09,7.235185857640945e-09,3.558207465340995e-09,3.6769783922999487e-09,1.8839474639387654e-09,1.860694826950662e-08
136.274,3.2805789130772427e-10,6.389761543459234e-09,2.0929762426001535e-10,9.424314786843928e-10,8.297234043057168e-09,9.752996553590256e-09,6.251851934709366e-09,3.5011446188808892e-09,2.0534992951070002e-09,2.1582431527447558e-08
136.524,4.0179607252374683e-10,8.542762224027455e-09,2.1793537154943763e-10,8.249937493918875e-10,8.387044022264564e-09,1.34014164344397e-08,9.476961853582461e-09,3.924454580857241e-09,2.274233688891343e-09,2.5329416968070493e-08
136.774,3.277988710569688e-10,7.699809591122013e-09,1.735605809565882e-10,8.389980618840084e-10,7.312058675659262e-09,1.454231049953299e-08,1.039295204301455e-08,4.149358456518439e-09,2.3100201136052883e-09,2.541066496252515e-08
137.024,2.3442353899980004e-10,5.365997134476629e-09,1.468558198581932e-10,1.0883631763966642e-09,6.076599770074797e-09,1.283629222107833e-08,9.103671832166696e-09,3.732620388911635e-09,2.23018303822247e-09,2.2639734508405547e-08
137.274,2.2469899141553754e-10,4.9728781969280325e-09,1.8458043649593982e-10,1.7409236547236463e-09,6.548779248861109e-09,1.0627719754975956e-08,7.470162142839775e-09,3.1575576121361794e-09,2.147357110947795e-09,2.155304722392946e-08
137.524,2.862334388127997e-10,6.60065654160224e-09,2.1648982466547243e-10,2.3817126870378913e-09,8.74403090102138e-09,9.21240708818856e-09,6.0452412039690356e-09,3.167165884219527e-09,2.034434674954279e-09,2.2872278645036653e-08
137.774,4.262192303370801e-10,7.0113682194650245e-09,2.3136974427975978e-10,2.2900252950918886e-09,1.030578505724656e-08,7.96080904370255e-09,4.436778375222015e-09,3.524030668480537e-09,1.9177213090013156e-09,2.287436712652102e-08
138.024,5.880251203879399e-10,5.384237315086601e-09,2.3434059760128595e-10,1.7639586640718938e-09,9.055937473426528e-09,6.922229749850696e-09,3.5876609001312693e-09,3.334568849719427e-09,2.013331844058025e-09,2.0247633206297537e-08
138.274,6.371715881198868e-10,3.5641012758457377e-09,2.757436501095501e-10,1.46364773421214e-09,6.3219801903207955e-09,6.934345947228937e-09,4.453742687144511e-09,2.480603260084426e-09,2.2688590889550507e-09,1.759803578643301e-08
138.524,5.448281380441906e-10,3.5172869260291126e-09,3.1274774803592564e-10,1.4968218794763739e-09,5.6926325799698765e-09,7.703039274057803e-09,5.984904730819126e-09,1.7181345432386802e-09,2.3886345266598265e-09,1.7811259022117744e-08
138.774,3.6306006606142536e-10,6.145420004465054e-09,2.390097680368352e-10,1.8924527681845703e-09,7.84324093680037e-09,8.421470613251489e-09,6.860106844194246e-09,1.5613637690572425e-09,2.265130492332477e-09,2.0915366747709533e-08
139.024,3.3528611818338205e-10,9.247966711584015e-09,1.9313949251422526e-10,2.3719050720751067e-09,9.149425817913435e-09,9.110425142273722e-09,7.224247069284058e-09,1.8861780729896633e-09,2.0959127687549577e-09,2.3310053127010038e-08
139.274,4.076656019863782e-10,1.0058965975299247e-08,3.0234616614632723e-10,2.4382113354337854e-09,8.126705139787949e-09,9.848647544766578e-09,7.46151259852313e-09,2.3871349462434475e-09,2.0627660421496704e-09,2.3021431091014385e-08
139.524,4.056009529815282e-10,8.641877077485508e-09,3.863442571502624e-10,1.936585195509346e-09,7.200812552857429e-09,9.642323977085565e-09,6.960512004007959e-09,2.681811973077606e-09,2.048713226243613e-09,2.138693313332631e-08
139.774,3.227280971138669e-10,6.864637140722645e-09,3.343064896168778e-10,1.257417948958631e-09,7.232394275482145e-09,8.264439317519632e-09,5.819547879568508e-09,2.4448914379511237e-09,1.91437314822968e-09,1.9290331873690565e-08
140.024,2.726804530560883e-10,5.838353783059381e-09,3.193755286121377e-10,9.164821244114508e-10,7.521690340774278e-09,6.928550177962039e-09,4.88063410413532e-09,2.0479160738267197e-09,1.7009329916752698e-09,1.7600216412891555e-08
140.274,2.648909258311021e-10,6.337643573689293e-09,2.1335226353956455e-10,1.0787325966266657e-09,8.602677111715676e-09,6.962770170637696e-09,4.9285804231411586e-09,2.0341897474965365e-09,1.5902795574129897e-09,1.8660565171256656e-08
140.524,2.3673649742250146e-10,8.988640181195041e-09,1.4195895259947806e-10,1.5743462624640184e-09,1.1553156610480328e-08,8.000110907927346e-09,5.3104169718068324e-09,2.6896939361205153e-09,1.7249866006973e-09,2.3239106296222802e-08
140.774,2.1904847929315776e-10,1.1942576189468092e-08,1.5115093592821896e-10,1.8584544788825936e-09,1.3887694125875934e-08,9.722184302891172e-09,5.717143848472353e-09,4.005040454418816e-09,2.0275410245068127e-09,2.7853651013429834e-08
141.024,2.941966383899916e-10,1.2146612813380502e-08,2.60319426537839e-10,1.6655620425810138e-09,1.2810998979204078e-08,1.2490046677381738e-08,7.2391793979176394e-09,5.250867279464101e-09,2.2975584930124174e-09,2.9756978098350983e-08
141.274,4.625699343895527e-10,9.218049948393966e-09,4.22454891504809e-10,1.27182984510159e-09,9.329988134091762e-09,1.481938818096007e-08,9.567032750925951e-09,5.252355430034119e-09,2.3508014566530495e-09,2.8497101695831835e-08
141.524,5.43662719408307e-10,6.3213649408312055e-09,4.839792802474885e-10,9.843240885802774e-10,5.95254604229488e-09,1.486938347401021e-08,1.0920424595399783e-08,3.948958878610424e-09,2.221636657922425e-09,2.4813686405667103e-08
141.774,4.822286633873128e-10,6.085958023912299e-09,4.849211953667156e-10,1.016491632395381e-09,4.511531568783464e-09,1.296836574302087e-08,1.0033951526247063e-08,2.9344142167738064e-09,2.0664089298180965e-09,2.1235195420709453e-08
142.024,4.4732556714820417e-10,7.597501019262561e-09,4.978780808150266e-10,1.4481372225258141e-09,5.555814149014137e-09,1.0976742835715287e-08,7.512429647630105e-09,3.4643131880851827e-09,1.941484160000472e-09,2.0729194162481766e-08
142.274,5.172071010545767e-10,8.804449837118142e-09,5.655354035644273e-10,2.049628112114895e-09,7.97857388061606e-09,1.0312882674092581e-08,5.260775405236819e-09,5.052107268855764e-09,1.859330270390486e-09,2.3354688162121335e-08
142.524,4.854721740447684e-10,8.546591095455381e-09,5.98561307384251e-10,2.3303722008258823e-09,9.95223561752143e-09,1.0759688887912114e-08,4.4506717252135834e-09,6.309017162698533e-09,1.8936687570324093e-09,2.600074462976422e-08
142.774,4.01240101855191e-10,7.4057038221981066e-09,5.143488507947736e-10,2.3727529568683782e-09,9.735222192212184e-09,1.2095356453858326e-08,5.288806940463826e-09,6.806549513394505e-09,2.0608530969695305e-09,2.697235391498277e-08
143.024,3.604522460381813e-10,6.832332726471409e-09,3.6289645686862916e-10,2.6875840606655746e-09,7.0059223158505044e-09,1.4109802695151544e-08,7.3441235418069745e-09,6.765679153344571e-09,2.1871676264914187e-09,2.6647622977640663e-08
143.274,4.040090011569243e-10,7.161975628856859e-09,3.6454887377637974e-10,2.9368394982089813e-09,3.79986461439215e-09,1.559883960241093e-08,9.74194409596557e-09,5.856895506445352e-09,2.2250673149135797e-09,2.540452143252794e-08
143.524,4.2057544484949535e-10,7.854640413419632e-09,3.979650719019735e-10,2.6200674807971738e-09,2.9822519542139653e-09,1.4966636148819428e-08,1.0741697286998027e-08,4.224938861821401e-09,2.242758648262817e-09,2.3655878776600504e-08
143.774,3.972328491233124e-10,9.310735107267013e-09,3.741477799417597e-10,2.254762457392546e-09,5.118387159076935e-09,1.2977179226047636e-08,1.0119037000095436e-08,2.858142225952197e-09,2.29255956816215e-09,2.3331025441187166e-08
144.024,3.8136272286994577e-10,1.1402361467199997e-08,3.073860909874154e-10,2.303374347232679e-09,8.607922209098664e-09,1.1773885824938875e-08,9.300421722175577e-09,2.473464102763301e-09,2.3991389702760358e-09,2.5630629844655684e-08
144.274,3.6368268566248026e-10,1.2836872812234617e-08,2.315538050737097e-10,2.1660073083239665e-09,1.188767485858818e-08,1.135374551952162e-08,8.815954486908844e-09,2.5377910326127708e-09,2.578022644463898e-09,2.8462042577538576e-08
144.524,3.128989488873616e-10,1.298132130873937e-08,1.6243041689658904e-10,1.4917441178191108e-09,1.45648131941658e-08,1.072810063082157e-08,8.042815989811572e-09,2.6852846410099963e-09,2.790955896920311e-09,2.998330863283425e-08
144.774,2.1784157721024028e-10,1.1730157766213562e-08,9.089094610090789e-11,8.699285837378267e-10,1.6261844577178544e-08,1.024802365093987e-08,6.662488067564375e-09,3.5855355833754926e-09,2.8075059974555357e-09,3.049440395167561e-08
145.024,1.3897847565704693e-10,8.998503016005343e-09,5.5299805990342237e-11,7.530127173560004e-10,1.509160166462021e-08,1.1108921975425884e-08,5.940558916040509e-09,5.168363059385376e-09,2.5263560800719737e-09,2.9726851394803116e-08
145.274,1.0408457169632834e-10,5.824373797046452e-09,7.943523916495701e-11,8.607196487114031e-10,1.0581964192270082e-08,1.281620772446508e-08,6.778369960546901e-09,6.037837763918179e-09,2.1425486395143047e-09,2.6681582857668984e-08
145.524,9.797266501560043e-11,4.4920505426323595e-09,1.7922767772674905e-10,8.28477814874267e-10,6.6587783843752844e-09,1.3361365533674624e-08,7.69395853043107e-09,5.667407003243555e-09,1.9585550730186464e-09,2.317396556911353e-08
145.774,1.1994979945744996e-10,5.8794803317660534e-09,2.6633998947355686e-10,6.640710394448052e-10,6.119730707635834e-09,1.2403858150479404e-08,7.429487479266675e-09,4.974370671212729e-09,2.0287137042333276e-09,2.1669087385493715e-08
146.024,1.3939031915592073e-10,8.302863389397824e-09,2.7761062639635116e-10,5.328556824176742e-10,7.146293176303258e-09,1.1407399516241446e-08,6.866863188595542e-09,4.540536327645904e-09,2.1176967446879504e-09,2.167560498010319e-08
146.274,1.9712295903110346e-10,1.0723784018928577e-08,2.9939155021739833e-10,4.6221219692919695e-10,8.704706114729789e-09,1.065367085427828e-08,6.513162255457659e-09,4.140508598820617e-09,2.1295144807252845e-09,2.2439535454920487e-08
146.524,2.5402557982543564e-10,1.2005765056494085e-08,3.9041652540838916e-10,4.216220994440929e-10,1.0161706629948777e-08,9.741984000216862e-09,6.014061025486197e-09,3.7279229747306636e-09,2.24913647205519e-09,2.3160082055156866e-08
146.774,2.6217963321190683e-10,1.1518030034619887e-08,5.566730490380023e-10,4.802308723858033e-10,1.041317695032236e-08,8.989937471353671e-09,5.469339859212144e-09,3.5205976121415275e-09,2.5097541286337027e-09,2.3148053422365095e-08
147.024,2.963778992579844e-10,9.895774369658761e-09,6.000787924138023e-10,5.553784623848388e-10,9.57027205174992e-09,9.293002531020914e-09,5.814413358601443e-09,3.4785891724194734e-09,2.6176111190828875e-09,2.2934647420814213e-08
